"DATA_LOAD_ID","RAW_SRC_PK","RAW_SRC_PK_TYP","RAW_FK","RAW_FK_TYP","PRIM_ADDR_TYP","PRIM_ADDR1","PRIM_CITY","PRIM_ST","PRIM_POSTAL_CODE"
ALL_FDIC_201904,"1,324,832,678",PR_RECORD_ID,"395",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"10820 MAIN STREET",CLARKSBURG,OHIO,"43115"
ALL_FDIC_201904,"1,324,832,684",PR_RECORD_ID,"401",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,MAIN STREET,WILLOW,OKLAHOMA,"73673"
ALL_FDIC_201904,"1,324,832,691",PR_RECORD_ID,"409",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,MAIN STREET,CLAYTON,OKLAHOMA,"74536"
ALL_FDIC_201904,"1,324,832,697",PR_RECORD_ID,"416",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"601 SOUTH MAIN STREET",KINGFISHER,OKLAHOMA,"73750"
ALL_FDIC_201904,"1,324,832,709",PR_RECORD_ID,"432",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"100 SOUTH BROADWAY",HUGO,OKLAHOMA,"74743"
ALL_FDIC_201904,"1,324,832,710",PR_RECORD_ID,"433",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,MAIN STREET,ROOSEVELT,OKLAHOMA,"73564"
ALL_FDIC_201904,"1,324,832,713",PR_RECORD_ID,"440",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"500 MAIN STREET",WALNUTPORT,PENNSYLVANIA,"18088"
ALL_FDIC_201904,"1,324,832,715",PR_RECORD_ID,"442",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"24-26 WEST MARKET STREET",WILKES-BARRE,PENNSYLVANIA,"18701"
ALL_FDIC_201904,"1,324,832,729",PR_RECORD_ID,"488",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"418 MAIN STREET",WALL,SOUTH DAKOTA,"57790"
ALL_FDIC_201904,"1,324,832,737",PR_RECORD_ID,"500",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,MAIN STREET,PARKER,SOUTH DAKOTA,"57053"
ALL_FDIC_201904,"1,324,832,745",PR_RECORD_ID,"513",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"723 HAGGEN DRIVE",BURLINGTON,WASHINGTON,"98233"
ALL_FDIC_201904,"1,324,832,757",PR_RECORD_ID,"537",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"2 HOLMES STREET",CARTERET,NEW JERSEY,"7008"
ALL_FDIC_201904,"1,324,832,765",PR_RECORD_ID,"552",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,FOUR COMMERCE DRIVE,CRANFORD,NEW JERSEY,"7016"
ALL_FDIC_201904,"1,324,832,814",PR_RECORD_ID,"672",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"120 WASHINGTON STREET",WATERTOWN,NEW YORK,"13601"
ALL_FDIC_201904,"1,324,832,815",PR_RECORD_ID,"674",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,POST AND MAPLE AVENUES,WESTBURY,NEW YORK,"11590"
ALL_FDIC_201904,"1,324,832,827",PR_RECORD_ID,"701",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,OLD YORK ROAD AND WEST AVENUE,JENKINTOWN,PENNSYLVANIA,"19046"
ALL_FDIC_201904,"1,324,832,832",PR_RECORD_ID,"714",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"24 EAST LANCASTER AVENUE",PAOLI,PENNSYLVANIA,"19301"
ALL_FDIC_201904,"1,324,832,835",PR_RECORD_ID,"719",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,BROAD AND CHESTNUT STREETS,PHILADELPHIA,PENNSYLVANIA,"19101"
ALL_FDIC_201904,"1,324,832,843",PR_RECORD_ID,"738",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"26 WEST MAIN STREET",ASHLAND,OHIO,"44805"
ALL_FDIC_201904,"1,324,832,866",PR_RECORD_ID,"769",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"640 EAST MAIN STREET",POMEROY,OHIO,"45769"
ALL_FDIC_201904,"1,324,832,870",PR_RECORD_ID,"773",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"153 EAST SPRING STREET",ST. MARYS,OHIO,"45885"
ALL_FDIC_201904,"1,324,832,900",PR_RECORD_ID,"839",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"500 VIRGINIA STREET, EAST",CHARLESTON,WEST VIRGINIA,"25322"
ALL_FDIC_201904,"1,324,832,906",PR_RECORD_ID,"845",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"95 EAST MAIN STREET",ROMNEY,WEST VIRGINIA,"26757"
ALL_FDIC_201904,"1,324,832,913",PR_RECORD_ID,"852",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,EAST COLLEGE STREET,COLUMBIANA,ALABAMA,"35051"
