"DATA_LOAD_ID","RAW_SRC_PK","RAW_SRC_PK_TYP","RAW_FK","RAW_FK_TYP","PRIM_ADDR_TYP","PRIM_ADDR1","PRIM_CITY","PRIM_ST","PRIM_POSTAL_CODE"
ALL_FDIC_201904,"1,324,856,380",PR_RECORD_ID,"32749",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"615 MERRICK AVE.",WESTBURY,NEW YORK,"11590"
ALL_FDIC_201904,"1,324,856,397",PR_RECORD_ID,"32770",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"131 NORTH SIXTH STREET",GRAND JUNCTION,COLORADO,"81501"
ALL_FDIC_201904,"1,324,856,399",PR_RECORD_ID,"32773",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"265 FRANKLIN STREET",BOSTON,MASSACHUSETTS,"2110"
ALL_FDIC_201904,"1,324,856,402",PR_RECORD_ID,"32776",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"3557 GEARY BOULEVARD",SAN FRANCISCO,CALIFORNIA,"94118"
ALL_FDIC_201904,"1,324,856,412",PR_RECORD_ID,"32786",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"6199 SANTA TERESA BOULEVARD",SAN JOSE,CALIFORNIA,"95123"
ALL_FDIC_201904,"1,324,856,423",PR_RECORD_ID,"32797",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"3101 NORTH CENTRAL AVENUE",PHOENIX,ARIZONA,"85012"
ALL_FDIC_201904,"1,324,856,425",PR_RECORD_ID,"32799",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"4901 WEST 119TH STREET",OVERLAND PARK,KANSAS,"66204"
ALL_FDIC_201904,"1,324,856,434",PR_RECORD_ID,"32808",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"5475 TECH CENTER DRIVE",COLORADO SPRINGS,COLORADO,"80919"
ALL_FDIC_201904,"1,324,856,451",PR_RECORD_ID,"32826",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"109 EAST FRANKLIN STREET",WEATHERFORD,OKLAHOMA,"73096"
ALL_FDIC_201904,"1,324,856,453",PR_RECORD_ID,"32828",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"1155 NORTH 130TH STREET",SEATTLE,WASHINGTON,"98055"
ALL_FDIC_201904,"1,324,856,486",PR_RECORD_ID,"32861",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"209 MAIN STREET",SANFORD,MAINE,"4073"
ALL_FDIC_201904,"1,324,856,494",PR_RECORD_ID,"32869",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"457 SYLVAN AVENUE",ENGLEWOOD CLIFFS,NEW JERSEY,"7632"
ALL_FDIC_201904,"1,324,856,505",PR_RECORD_ID,"32880",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"2027 BROADWAY",CAPE GIRARDEAU,MISSOURI,"63701"
ALL_FDIC_201904,"1,324,856,528",PR_RECORD_ID,"32903",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"1585 SOUTHLAKE PARKWAY",MORROW,GEORGIA,"30260"
ALL_FDIC_201904,"1,324,856,536",PR_RECORD_ID,"32913",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"165 PASSAIC AVENUE",FAIRFIELD,NEW JERSEY,"7006"
ALL_FDIC_201904,"1,324,856,539",PR_RECORD_ID,"32916",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"255 SOUTH RIVERSIDE AVENUE",RIALTO,CALIFORNIA,"92376"
ALL_FDIC_201904,"1,324,856,545",PR_RECORD_ID,"32922",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"201 CANYON ROAD",DIAMONDVILLE,WYOMING,"83116"
ALL_FDIC_201904,"1,324,856,551",PR_RECORD_ID,"32928",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"FIRST FEDERAL PLAZA, MERCHANT STREET",FAIRMONT,WEST VIRGINIA,"26554"
ALL_FDIC_201904,"1,324,856,560",PR_RECORD_ID,"32937",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"3309 EAST FRANK PHILLIPS BOULEVARD",BARTLESVILLE,OKLAHOMA,"74005"
ALL_FDIC_201904,"1,324,856,563",PR_RECORD_ID,"32940",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"9 DYER STREET",PRESQUE ISLE,MAINE,"4769"
ALL_FDIC_201904,"1,324,856,565",PR_RECORD_ID,"32942",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"201 SOUTH NOVA ROAD",ORMOND BEACH,FLORIDA,"32074"
ALL_FDIC_201904,"1,324,856,566",PR_RECORD_ID,"32943",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"1110 KOOP 336",CONROE,TEXAS,"77305"
ALL_FDIC_201904,"1,324,856,567",PR_RECORD_ID,"32944",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"8915 AIRPORT FREEWAY",NORTH RICHLAND HILLS,TEXAS,"76118"
ALL_FDIC_201904,"1,324,856,569",PR_RECORD_ID,"32946",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"628 CENTRAL AVENUE",FORT DODGE,IOWA,"50501"
ALL_FDIC_201904,"1,324,856,570",PR_RECORD_ID,"32947",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"211 WEST HOLMES",DETROIT LAKES,MINNESOTA,"56501"
ALL_FDIC_201904,"1,324,856,573",PR_RECORD_ID,"32950",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,ONE VANGUARD CENTER,VANDERGRIFT,PENNSYLVANIA,"15690"
ALL_FDIC_201904,"1,324,856,576",PR_RECORD_ID,"32953",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"1 SOUTH KINGSHIGHWAY",CAPE GIRARDEAU,MISSOURI,"63701"
ALL_FDIC_201904,"1,324,856,582",PR_RECORD_ID,"32959",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"890 SOUTH MILWAUKEE AVENUE",LIBERTYVILLE,ILLINOIS,"60048"
ALL_FDIC_201904,"1,324,856,593",PR_RECORD_ID,"32972",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"920 CENTRAL AVENUE",NEBRASKA CITY,NEBRASKA,"68410"
ALL_FDIC_201904,"1,324,856,594",PR_RECORD_ID,"32973",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"8701 S.W. 137TH AVENUE",MIAMI,FLORIDA,"33183"
ALL_FDIC_201904,"1,324,856,603",PR_RECORD_ID,"32982",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"188 NASSAU STREET",PRINCETON,NEW JERSEY,"8540"
ALL_FDIC_201904,"1,324,856,608",PR_RECORD_ID,"32987",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"520 MESQUITE BOULEVARD",MESQUITE,NEVADA,"89024"
ALL_FDIC_201904,"1,324,856,613",PR_RECORD_ID,"32992",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"201 S MAIN ST, 5TH FLOOR",SALT LAKE CITY,UTAH,"84111"
ALL_FDIC_201904,"1,324,856,616",PR_RECORD_ID,"32995",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"109 HILLSBORO STREET",OXFORD,NORTH CAROLINA,"27565"
ALL_FDIC_201904,"1,324,856,628",PR_RECORD_ID,"33011",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,ONE VARNEY ROAD,WOLFEBORO,NEW HAMPSHIRE,"3894"
ALL_FDIC_201904,"1,324,856,634",PR_RECORD_ID,"33018",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"1570 WATSON BOULEVARD",WARNER ROBINS,GEORGIA,"31093"
ALL_FDIC_201904,"1,324,856,655",PR_RECORD_ID,"33040",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"176 HIGHWAY 51 NORTH",BATESVILLE,MISSISSIPPI,"38606"
ALL_FDIC_201904,"1,324,856,667",PR_RECORD_ID,"33052",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"4801 EAST BROADWAY",TUCSON,ARIZONA,"85711"
ALL_FDIC_201904,"1,324,856,669",PR_RECORD_ID,"33054",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"199 MAIN PLAZA",NEW BRAUNFELS,TEXAS,"78130"
ALL_FDIC_201904,"1,324,856,671",PR_RECORD_ID,"33056",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"310 NORTH MAIN STREET",ELGIN,TEXAS,"78621"
ALL_FDIC_201904,"1,324,856,679",PR_RECORD_ID,"33064",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"2250 GAUSE ROAD EAST",SLIDELL,LOUISIANA,"70459"
ALL_FDIC_201904,"1,324,856,682",PR_RECORD_ID,"33067",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"701 BARROW STREET",HOUMA,LOUISIANA,"70360"
ALL_FDIC_201904,"1,324,856,685",PR_RECORD_ID,"33073",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"600 EAST WASHINGTON STREET",ASHBURN,GEORGIA,"31714"
ALL_FDIC_201904,"1,324,856,687",PR_RECORD_ID,"33075",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"3033 EAST FIRST AVENUE",DENVER,COLORADO,"80206"
ALL_FDIC_201904,"1,324,856,689",PR_RECORD_ID,"33077",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"215 EAST MAIN STREET",DELPHI,INDIANA,"46923"
ALL_FDIC_201904,"1,324,856,691",PR_RECORD_ID,"33079",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"8890 WEST OAKLAND PARK BOULEVARD",SUNRISE,FLORIDA,"33320"
ALL_FDIC_201904,"1,324,856,702",PR_RECORD_ID,"33090",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"9311 SAN PEDRO AVENUE",SAN ANTONIO,TEXAS,"78216"
ALL_FDIC_201904,"1,324,856,708",PR_RECORD_ID,"33096",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"8787 COMPLEX DRIVE",SAN DIEGO,CALIFORNIA,"92123"
ALL_FDIC_201904,"1,324,856,709",PR_RECORD_ID,"33097",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"7505 TIFFANY SPRINGS PARKWAY",KANSAS CITY,MISSOURI,"64153"
ALL_FDIC_201904,"1,324,856,710",PR_RECORD_ID,"33099",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"3485 NORTH ACADEMY BOULEVARD",COLORADO SPRINGS,COLORADO,"80907"
ALL_FDIC_201904,"1,324,856,720",PR_RECORD_ID,"33109",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"118 JEFFERSON STREET",HUNTSVILLE,ALABAMA,"35801"
ALL_FDIC_201904,"1,324,856,735",PR_RECORD_ID,"33128",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"475 17TH STREET",DENVER,COLORADO,"80202"
ALL_FDIC_201904,"1,324,856,738",PR_RECORD_ID,"33131",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"114 SOUTH PARK",FAIRMONT,MINNESOTA,"56031"
ALL_FDIC_201904,"1,324,856,752",PR_RECORD_ID,"33149",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"322 EAST MAIN AVENUE",BISMARCK,NORTH DAKOTA,"58501"
ALL_FDIC_201904,"1,324,856,762",PR_RECORD_ID,"33159",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"345 PARK AVENUE",NEW YORK CITY,NEW YORK,"10154"
ALL_FDIC_201904,"1,324,856,764",PR_RECORD_ID,"33161",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"4250 CERRILLOS ROAD",SANTA FE,NEW MEXICO,"87505"
ALL_FDIC_201904,"1,324,856,769",PR_RECORD_ID,"33166",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"18 WEST AVENUE A",TEMPLE,TEXAS,"76501"
ALL_FDIC_201904,"1,324,856,770",PR_RECORD_ID,"33167",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"290 CONSTITUTION PLAZA",HARTFORD,CONNECTICUT,"6103"
ALL_FDIC_201904,"1,324,856,772",PR_RECORD_ID,"33169",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,O SOUTH 100 WINFIELD ROAD,WINFIELD,ILLINOIS,"60190"
ALL_FDIC_201904,"1,324,856,782",PR_RECORD_ID,"33179",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,MAIN STREET,LUCEDALE,MISSISSIPPI,"39452"
ALL_FDIC_201904,"1,324,856,783",PR_RECORD_ID,"33181",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"2925 WILLIAM PENN HIGHWAY, SUITE 200",EASTON,PENNSYLVANIA,"18045"
ALL_FDIC_201904,"1,324,856,790",PR_RECORD_ID,"33189",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"2539 OCEAN DRIVE",AVALON BOROUGH,NEW JERSEY,"8202"
ALL_FDIC_201904,"1,324,856,799",PR_RECORD_ID,"33202",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"421 FIRST AVENUE, S.W.",ROCHESTER,MINNESOTA,"55902"
ALL_FDIC_201904,"1,324,856,808",PR_RECORD_ID,"33213",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"3030 BUHRE AVENUE",BRONX,NEW YORK,"10461"
ALL_FDIC_201904,"1,324,856,821",PR_RECORD_ID,"33228",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"2001 EAST SOUTH EAST LOOP 323",TYLER,TEXAS,"75701"
ALL_FDIC_201904,"1,324,856,822",PR_RECORD_ID,"33229",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"3425 E. CUMBERLAND RD.",BLUEFIELD,WEST VIRGINIA,"24701"
ALL_FDIC_201904,"1,324,856,856",PR_RECORD_ID,"33269",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,ONE CONSTITUTION PLAZA,HARTFORD,CONNECTICUT,"6115"
ALL_FDIC_201904,"1,324,856,857",PR_RECORD_ID,"33270",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"28 STATE STREET",BOSTON,MASSACHUSETTS,"2109"
ALL_FDIC_201904,"1,324,856,875",PR_RECORD_ID,"33288",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"507 CHILLICOTHE STREET",PORTSMOUTH,OHIO,"45662"
ALL_FDIC_201904,"1,324,856,881",PR_RECORD_ID,"33294",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"13830 SAN PABLO AVENUE",SAN PABLO,CALIFORNIA,"94806"
ALL_FDIC_201904,"1,324,856,887",PR_RECORD_ID,"33301",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,ONE PARK PLACE SOUTH,ATLANTA,GEORGIA,"30303"
ALL_FDIC_201904,"1,324,856,896",PR_RECORD_ID,"33311",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"200 CREEK LANE",JORDAN,MINNESOTA,"55352"
ALL_FDIC_201904,"1,324,856,902",PR_RECORD_ID,"33318",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"1100 NORTH KING STREET",WILMINGTON,DELAWARE,"19884"
ALL_FDIC_201904,"1,324,856,904",PR_RECORD_ID,"33320",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,PUBLIC SQUARE,WAYNESBORO,TENNESSEE,"38485"
ALL_FDIC_201904,"1,324,856,917",PR_RECORD_ID,"33333",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"200 FIRST STREET, S.W.",CEDAR RAPIDS,IOWA,"52404"
ALL_FDIC_201904,"1,324,856,929",PR_RECORD_ID,"33345",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"2323 CURLEW ROAD",PALM HARBOR,FLORIDA,"34683"
ALL_FDIC_201904,"1,324,856,930",PR_RECORD_ID,"33346",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"1 GEORGE STREET",ARCANUM,OHIO,"45304"
ALL_FDIC_201904,"1,324,856,931",PR_RECORD_ID,"33347",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"1102 GRAND AVENUE",KANSAS CITY,MISSOURI,"64106"
ALL_FDIC_201904,"1,324,856,933",PR_RECORD_ID,"33349",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"17530 132ND AVENUE, N.E.",WOODINVILLE,WASHINGTON,"98072"
ALL_FDIC_201904,"1,324,856,936",PR_RECORD_ID,"33352",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"150 - 28 UNION TURNPIKE",NEW YORK CITY,NEW YORK,"11367"
ALL_FDIC_201904,"1,324,856,938",PR_RECORD_ID,"33354",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"1401 ROCKVILLE PIKE",ROCKVILLE,MARYLAND,"20852"
ALL_FDIC_201904,"1,324,856,947",PR_RECORD_ID,"33363",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"14 NORTH THIRD STREET",HAMILTON,OHIO,"45011"
ALL_FDIC_201904,"1,324,856,949",PR_RECORD_ID,"33365",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"226 SOUTH BROAD STREET",BAINBRIDGE,GEORGIA,"31717"
ALL_FDIC_201904,"1,324,856,956",PR_RECORD_ID,"33373",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"2305 23RD STREET",COLUMBUS,NEBRASKA,"68601"
ALL_FDIC_201904,"1,324,856,961",PR_RECORD_ID,"33383",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"357 BANK STREET",WATERBURY,CONNECTICUT,"6722"
ALL_FDIC_201904,"1,324,856,971",PR_RECORD_ID,"33393",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"220 EAST STATE STREET",ALGONA,IOWA,"50511"
ALL_FDIC_201904,"1,324,856,972",PR_RECORD_ID,"33394",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"101 GRANGY STREET",NORFOLK,VIRGINIA,"23510"
ALL_FDIC_201904,"1,324,856,975",PR_RECORD_ID,"33397",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"306 NORTH BROADWAY",PITTSBURG,KANSAS,"66762"
ALL_FDIC_201904,"1,324,856,992",PR_RECORD_ID,"33415",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"502-506 CHESTNUT STREET",HINSDALE,ILLINOIS,"60521"
ALL_FDIC_201904,"1,324,857,007",PR_RECORD_ID,"33430",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"109 ROYAL PALM WAY",PALM BEACH,FLORIDA,"33480"
ALL_FDIC_201904,"1,324,857,026",PR_RECORD_ID,"33455",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"8200 GREENSBORO DRIVE",MCLEAN,VIRGINIA,"22102"
ALL_FDIC_201904,"1,324,857,036",PR_RECORD_ID,"33465",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"410 EAST LA SALLE AVENUE",BARRON,WISCONSIN,"54812"
ALL_FDIC_201904,"1,324,857,037",PR_RECORD_ID,"33466",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"140 BATTERY STREET",SAN FRANCISCO,CALIFORNIA,"94111"
ALL_FDIC_201904,"1,324,857,043",PR_RECORD_ID,"33473",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"201 13TH STREET",COLUMBUS,GEORGIA,"31901"
ALL_FDIC_201904,"1,324,857,047",PR_RECORD_ID,"33479",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"113 NORTH CONGRESS",BOYNTON BEACH,FLORIDA,"33436"
ALL_FDIC_201904,"1,324,857,062",PR_RECORD_ID,"33494",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"4674 FOREST HILL BOULEVARD",WEST PALM BEACH,FLORIDA,"33406"
ALL_FDIC_201904,"1,324,857,066",PR_RECORD_ID,"33499",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"700 EAST HOUSTON STREET",CROCKETT,TEXAS,"75835"
ALL_FDIC_201904,"1,324,857,067",PR_RECORD_ID,"33500",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"300 WEST EMERSON",PARAGOULD,ARKANSAS,"72450"
ALL_FDIC_201904,"1,324,857,075",PR_RECORD_ID,"33508",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"1771 MCCULLOCH BOULEVARD",LAKE HAVASU CITY,ARIZONA,"86403"
ALL_FDIC_201904,"1,324,857,081",PR_RECORD_ID,"33514",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"1300 BROADWAY STREET",LUBBOCK,TEXAS,"79401"
ALL_FDIC_201904,"1,324,857,093",PR_RECORD_ID,"33526",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"731 CHESTNUT STREET",EMMAUS,PENNSYLVANIA,"18049"
ALL_FDIC_201904,"1,324,857,096",PR_RECORD_ID,"33529",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"107 SOUTH COURT",OTTUMWA,IOWA,"52501"
ALL_FDIC_201904,"1,324,857,108",PR_RECORD_ID,"33541",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"111 LOOKOUT FARM DRIVE",CRESTVIEW HILLS,KENTUCKY,"41017"
ALL_FDIC_201904,"1,324,857,112",PR_RECORD_ID,"33545",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"209-215 BELLEVUE AVENUE",HAMMONTON,NEW JERSEY,"8037"
ALL_FDIC_201904,"1,324,857,134",PR_RECORD_ID,"33572",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"8100 ROOSEVELT BOULEVARD",PHILADELPHIA,PENNSYLVANIA,"19152"
ALL_FDIC_201904,"1,324,857,139",PR_RECORD_ID,"33582",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"1 EAST BROWARD BOULEVARD",FORT LAUDERDALE,FLORIDA,"33301"
ALL_FDIC_201904,"1,324,857,143",PR_RECORD_ID,"33586",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"501 WASHINGTON STREET",READING,PENNSYLVANIA,"19601"
ALL_FDIC_201904,"1,324,857,145",PR_RECORD_ID,"33589",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"100 AMERICAN PLAZA",BELLEVUE,NEBRASKA,"68005"
ALL_FDIC_201904,"1,324,857,146",PR_RECORD_ID,"33591",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"1525 ELM STREET",DALLAS,TEXAS,"75201"
ALL_FDIC_201904,"1,324,857,155",PR_RECORD_ID,"33602",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"107 NORTH ELM STREET",WEEPING WATER,NEBRASKA,"68463"
ALL_FDIC_201904,"1,324,857,165",PR_RECORD_ID,"33614",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"501 GRANT STREET, SUITE 775",PITTSBURGH,PENNSYLVANIA,"15219"
ALL_FDIC_201904,"1,324,857,170",PR_RECORD_ID,"33622",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"2107 HENDRICKS AVENUE",JACKSONVILLE,FLORIDA,"32207"
ALL_FDIC_201904,"1,324,857,174",PR_RECORD_ID,"33628",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"615 BROADWAY",SAN DIEGO,CALIFORNIA,"92101"
ALL_FDIC_201904,"1,324,857,175",PR_RECORD_ID,"33629",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"1100 SUPERIOR AVENUE, SUITE 1300",CLEVELAND,OHIO,"44114"
ALL_FDIC_201904,"1,324,857,191",PR_RECORD_ID,"33646",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"540 MADISON AVENUE",NEW YORK,NEW YORK,"10022"
ALL_FDIC_201904,"1,324,857,201",PR_RECORD_ID,"33662",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"110 EAST NINTH STREET, AL-10",LOS ANGELES,CALIFORNIA,"90079"
ALL_FDIC_201904,"1,324,857,216",PR_RECORD_ID,"33683",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"42-08 MAIN STREET",FLUSHING,NEW YORK,"11355"
ALL_FDIC_201904,"1,324,857,220",PR_RECORD_ID,"33696",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"211 EAST HOLLY STREET",BELLINGHAM,WASHINGTON,"98225"
ALL_FDIC_201904,"1,324,857,248",PR_RECORD_ID,"33728",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"124 BEAUREGARD STREET",SAN ANGELO,TEXAS,"76902"
ALL_FDIC_201904,"1,324,857,260",PR_RECORD_ID,"33742",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"3502 BROOKS",MISSOULA,MONTANA,"59801"
ALL_FDIC_201904,"1,324,857,266",PR_RECORD_ID,"33749",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"110 GREENWOOD AVENUE",MADISON,NEW JERSEY,"7940"
ALL_FDIC_201904,"1,324,857,277",PR_RECORD_ID,"33766",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"1400 MCCALL BOULEVARD",ROME,GEORGIA,"30162"
ALL_FDIC_201904,"1,324,857,289",PR_RECORD_ID,"33786",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"2255 GLADES ROAD, SUITES 138W AND 140W",BOCA RATON,FLORIDA,"33431"
ALL_FDIC_201904,"1,324,857,298",PR_RECORD_ID,"33799",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"1013 EAST HARMONY ROAD",FORT COLLINS,COLORADO,"80525"
ALL_FDIC_201904,"1,324,857,301",PR_RECORD_ID,"33802",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"320 EAST GIRARD AVENUE",PHILADELPHIA,PENNSYLVANIA,"19125"
ALL_FDIC_201904,"1,324,857,304",PR_RECORD_ID,"33806",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"19900 MACARTHUR BLVD., 12TH FLOOR",IRVINE,CALIFORNIA,"92612"
ALL_FDIC_201904,"1,324,857,305",PR_RECORD_ID,"33808",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"1111 BROAD STREET",CAMDEN,SOUTH CAROLINA,"29020"
ALL_FDIC_201904,"1,324,857,308",PR_RECORD_ID,"33811",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"13160 MINDANAO WAY",MARINA DEL REY,CALIFORNIA,"90292"
ALL_FDIC_201904,"1,324,857,314",PR_RECORD_ID,"33819",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"200 SOUTH LAMAR STREET, SUITE 420",JACKSON,MISSISSIPPI,"39225"
ALL_FDIC_201904,"1,324,857,316",PR_RECORD_ID,"33821",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"300 WEST OAK STREET",FORT COLLINS,COLORADO,"80521"
ALL_FDIC_201904,"1,324,857,323",PR_RECORD_ID,"33828",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"500 EAST LECLAIRE ROAD",ELDRIDGE,IOWA,"52748"
ALL_FDIC_201904,"1,324,857,326",PR_RECORD_ID,"33831",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"9111 DUKE BOULEVARD, SUITE 100",MASON,OHIO,"45040"
ALL_FDIC_201904,"1,324,857,327",PR_RECORD_ID,"33832",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"121 SOUTH COMMERCIAL STREET",BRANSON,MISSOURI,"65616"
ALL_FDIC_201904,"1,324,857,328",PR_RECORD_ID,"33833",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"11925 WILSHIRE BOULEVARD",LOS ANGELES,CALIFORNIA,"90025"
ALL_FDIC_201904,"1,324,857,329",PR_RECORD_ID,"33842",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"165 SOUTH RANDALL ROAD",ELGIN,ILLINOIS,"60123"
ALL_FDIC_201904,"1,324,857,332",PR_RECORD_ID,"33845",FDIC_CERT_NUM,PRIMARY_BANK_ADDR,"1260 WEST RIVERSTONE DRIVE",COEUR D ALENE,IDAHO,"83814"
