DATA_LOAD_ID,RAW_SRC_PK,RAW_SRC_PK_TYP,RAW_FK,RAW_FK_TYP,PRIMARY_NAME,BUS_NM_TYP
ALL_FDIC_201904,"1,324,833,076",PR_RECORD_ID,1049,FDIC_CERT_NUM,FIRST NATIONAL BANK OF STEELEVILLE,PRIMARY_BANK_NAME
ALL_FDIC_201904,"1,324,833,078",PR_RECORD_ID,1051,FDIC_CERT_NUM,CITIZENS BANK,PRIMARY_BANK_NAME
ALL_FDIC_201904,"1,324,833,082",PR_RECORD_ID,1057,FDIC_CERT_NUM,CENTRAL BANK,PRIMARY_BANK_NAME
ALL_FDIC_201904,"1,324,833,084",PR_RECORD_ID,1059,FDIC_CERT_NUM,COMMERCE BANK OF RICHMOND HEIGHTS,PRIMARY_BANK_NAME
ALL_FDIC_201904,"1,324,833,091",PR_RECORD_ID,1067,FDIC_CERT_NUM,BREMEN BANK AND TRUST COMPANY,PRIMARY_BANK_NAME
ALL_FDIC_201904,"1,324,833,099",PR_RECORD_ID,1077,FDIC_CERT_NUM,COMMERCE BANK OF MOUND CITY,PRIMARY_BANK_NAME
ALL_FDIC_201904,"1,324,833,102",PR_RECORD_ID,1080,FDIC_CERT_NUM,SOUTHERN COMMERCIAL BANK,PRIMARY_BANK_NAME
ALL_FDIC_201904,"1,324,833,109",PR_RECORD_ID,1089,FDIC_CERT_NUM,"COMMUNITY BANK, INDIANOLA, NATIONAL ASSOCIATION",PRIMARY_BANK_NAME
ALL_FDIC_201904,"1,324,833,110",PR_RECORD_ID,1090,FDIC_CERT_NUM,UPPER PENINSULA STATE BANK,PRIMARY_BANK_NAME
ALL_FDIC_201904,"1,324,833,111",PR_RECORD_ID,1091,FDIC_CERT_NUM,THE STATE BANK OF EWEN,PRIMARY_BANK_NAME
ALL_FDIC_201904,"1,324,833,117",PR_RECORD_ID,1097,FDIC_CERT_NUM,MARQUETTE BANK CANNON FALLS,PRIMARY_BANK_NAME
ALL_FDIC_201904,"1,324,833,119",PR_RECORD_ID,1099,FDIC_CERT_NUM,CLINTON STATE BANK,PRIMARY_BANK_NAME
ALL_FDIC_201904,"1,324,833,124",PR_RECORD_ID,1106,FDIC_CERT_NUM,"MONTANA BANK OF BOZEMAN, N. A.",PRIMARY_BANK_NAME
